Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1875.4860427560238,OUT049
FDW14,1591.7612740786344,OUT017
NCN55,1822.672658617003,OUT010
FDQ58,2546.3629591573967,OUT017
FDY38,5087.605400109228,OUT027
FDH56,1942.63713021225,OUT046
FDL48,680.8000272442434,OUT018
FDC48,2806.04274413589,OUT027
FDN33,1541.2477558067717,OUT045
FDA36,3051.675735541096,OUT017
FDT44,2004.9816551032466,OUT017
FDQ56,1358.1533406290985,OUT045
NCC54,1819.7081624356463,OUT019
FDU11,2076.7501933506505,OUT049
DRL59,963.7365800429806,OUT013
FDM24,2541.571606499628,OUT049
FDI57,3047.5751030919682,OUT045
DRC12,2726.5903317931256,OUT018
NCM42,3196.3220820943393,OUT027
FDA46,1129.0865932092916,OUT010
FDA31,2782.8531016284605,OUT013
NCJ31,3802.6708588839992,OUT035
FDG52,863.6967323629392,OUT046
NCL19,383.6749739722958,OUT019
FDS10,2986.404070313179,OUT035
FDX22,1453.2700642602726,OUT010
NCF19,998.5313152811406,OUT035
NCE06,2519.829608866119,OUT046
DRC27,3768.666066789685,OUT046
FDE21,2044.975056228151,OUT035
NCR42,-1251.1341145471406,OUT019
FDX51,2840.707683652796,OUT018
NCR06,510.71347688105203,OUT018
FDU31,4872.661618212022,OUT027
FDU59,2684.937811854626,OUT017
FDR03,4667.855182836754,OUT027
FDS49,2769.552144702111,OUT027
FDD48,-11.742853337761971,OUT010
NCF18,3083.5092213649114,OUT017
NCD43,3104.4140854002517,OUT027
NCD54,2007.8274969877757,OUT018
FDY19,23.568113246545636,OUT010
NCY54,2783.2415589678117,OUT017
NCL19,2023.5214175263486,OUT018
FDP23,1509.3653428274179,OUT010
FDC26,1848.5794920752437,OUT013
FDR14,-931.0749455928535,OUT010
NCS41,2986.619667600747,OUT035
FDF41,3971.3364664503197,OUT035
FDU34,2004.5683173135992,OUT046
DRH11,984.1695289641896,OUT046
FDM03,1734.303406405879,OUT013
FDS31,2964.8933269092518,OUT017
FDJ20,2116.7529678965666,OUT017
FDV44,4427.784808962079,OUT027
FDG02,3080.3282714018806,OUT049
FDA09,2877.990100455804,OUT013
FDT04,743.8136889644152,OUT013
FDL58,2224.430519922794,OUT019
FDE52,1472.2979119940553,OUT045
FDW12,2500.3276177548,OUT035
FDL51,3499.17163175145,OUT017
NCY42,3669.354199459301,OUT027
FDR07,1704.3865411049353,OUT017
FDN40,2341.9257898901224,OUT045
FDB35,2975.9387231789174,OUT027
FDA22,2708.4019276470294,OUT017
NCL06,4020.0931885843797,OUT046
FDI35,2889.3869050858066,OUT013
NCW42,3358.9867537069435,OUT045
NCX06,2926.340846616715,OUT049
FDC37,3208.3154817412405,OUT027
FDZ14,1759.3628553683416,OUT018
DRG49,3880.472044509629,OUT049
NCG06,3875.837440520003,OUT045
DRC36,2697.4303484146417,OUT045
FDV21,89.20329367236616,OUT019
FDB53,2335.283600362811,OUT046
DRP47,1969.360046619952,OUT019
FDA14,2346.312311893471,OUT013
DRC24,2559.4368407748684,OUT035
FDW21,1431.1415252561853,OUT018
NCH29,1574.1901419858757,OUT046
FDU58,3038.849954510204,OUT013
FDY27,2888.5866735281943,OUT017
FDV56,1978.635375325097,OUT035
FDT59,3588.219044516925,OUT046
FDB23,3557.5198981563967,OUT046
FDR49,760.3217983798748,OUT045
FDB03,1879.1002918477889,OUT010
FDN39,2601.008116477854,OUT045
FDX02,4893.539499114105,OUT027
FDQ16,3196.576480281021,OUT027
FDU35,1349.3325726460919,OUT018
NCT29,1985.4074128544569,OUT013
FDZ27,871.1855531616716,OUT046
FDN57,2352.0259350435476,OUT017
FDA03,2095.9434563670675,OUT018
FDZ36,2892.9101455455657,OUT045
NCU05,1378.534402337673,OUT013
FDT39,2199.463258352248,OUT018
FDK60,1722.7099429732382,OUT017
FDZ25,2809.5987327632415,OUT017
FDG12,1996.2641667968094,OUT046
DRB01,1083.3357803119588,OUT019
NCC43,5257.5615720883225,OUT027
FDX13,1979.857354598281,OUT019
FDM22,1099.9470861104887,OUT049
FDJ03,2354.4228412884313,OUT027
FDU14,3604.68000054786,OUT018
FDB33,672.5769401362726,OUT010
FDP27,2975.1934067615757,OUT046
FDO38,-582.7923496414343,OUT010
FDE28,5039.563589210015,OUT027
FDO27,1728.2847298513598,OUT035
DRL23,3168.950989414749,OUT027
FDS28,1027.068348708509,OUT046
FDX24,1576.8218839850076,OUT013
FDZ02,1784.0734724042363,OUT035
FDL46,1839.2554744810393,OUT045
FDS60,4250.409336238304,OUT027
NCO06,717.6465905641775,OUT017
FDO16,1575.6042405473027,OUT035
FDC60,1593.7200437221395,OUT049
FDA48,3143.3858700772053,OUT018
FDZ36,4385.028482398678,OUT027
FDK27,1908.4289842610208,OUT045
FDW23,471.63255370354597,OUT018
FDM14,1541.182350809012,OUT018
FDM14,1815.3528147796874,OUT013
FDW60,2582.1162522474688,OUT018
FDE21,1937.8367449367736,OUT013
NCM42,1909.6295631404078,OUT035
FDY59,-325.2766424478057,OUT010
DRI49,1411.616461620154,OUT049
FDT28,537.2071923218484,OUT019
FDQ22,492.451610447326,OUT018
FDR60,1379.3844046079034,OUT049
FDC50,-340.25310825444234,OUT019
FDV24,2420.169634351456,OUT013
DRF48,1114.8936484944234,OUT010
FDQ47,720.702410754557,OUT046
DRN36,1683.4037250766817,OUT049
NCY06,2186.5456966803404,OUT035
FDE52,1667.7100348612557,OUT035
NCB54,1960.273423289846,OUT045
NCF31,2544.2467193331754,OUT035
FDJ08,4390.762654347921,OUT027
NCC07,1827.1444492907697,OUT017
NCD19,2337.0849311304055,OUT027
FDL46,2028.7564046335756,OUT049
FDM20,3747.4870288986026,OUT045
NCI06,943.0398761002444,OUT010
DRM11,4122.364533017646,OUT035
NCH07,2216.561537605648,OUT018
FDS23,2100.727800630188,OUT013
FDO49,669.6110700121171,OUT018
FDS35,1217.2217140612693,OUT049
DRK39,1285.9726813735936,OUT045
DRI39,1099.9780065826935,OUT049
FDV04,2624.863110966567,OUT017
NCN14,2975.4833906593067,OUT035
FDH08,3643.516715415975,OUT013
FDS20,2869.6655231483446,OUT046
FDV40,1379.9784542136167,OUT049
FDZ48,-86.89226142344,OUT010
FDS24,2932.014853212059,OUT027
FDK44,2828.497943221718,OUT049
FDS48,2339.1628031702317,OUT045
FDK26,1102.713449369889,OUT010
FDD23,2937.0715590527197,OUT045
NCH54,2634.218337339126,OUT017
NCP14,-188.76888283441258,OUT010
FDM60,-1102.8992058263427,OUT010
FDV24,2476.40494216321,OUT017
FDH08,3307.193971473377,OUT018
FDS12,3456.9008641950745,OUT027
FDR39,4257.419862283464,OUT027
FDP12,2172.1116928418514,OUT027
DRF60,5054.840035189801,OUT027
FDC09,1883.5086627079045,OUT035
FDF50,2792.6310969882397,OUT018
FDG28,3949.81155231378,OUT035
NCE19,1057.1553589040095,OUT017
NCM53,-135.3811978541787,OUT010
NCN18,1869.1723657928894,OUT049
FDF32,3238.1001142024816,OUT035
FDF11,3794.36755011207,OUT013
DRI59,3568.4143166368194,OUT049
NCG54,2780.9423983464103,OUT035
FDM44,1678.2034344736808,OUT046
FDT57,3413.2142606190364,OUT018
FDV24,2369.635711729048,OUT046
FDI50,1710.7204506835276,OUT019
FDS09,1104.3527497603118,OUT035
NCC31,3861.486834988574,OUT027
FDQ07,1570.3560600779094,OUT019
FDC22,3127.2816064612603,OUT017
FDZ56,2686.5134977821203,OUT046
FDZ40,-886.7626110244148,OUT019
FDS46,3392.0789039431997,OUT027
DRD24,2178.022593193438,OUT045
FDV45,3076.110717187323,OUT017
FDL26,2402.3300001392604,OUT045
FDA56,1738.9110946749897,OUT018
FDN27,1901.2545117692057,OUT046
FDM20,3893.6092714590472,OUT049
FDO16,1507.2173898711983,OUT017
FDL03,3249.5457282308566,OUT035
FDE58,1865.621930293586,OUT046
FDI02,3275.795627525315,OUT027
NCC55,-1192.377000544567,OUT019
FDR03,2987.9011520547047,OUT018
FDB14,1662.1679460339815,OUT017
FDR45,3772.579260204852,OUT013
NCN07,2178.6437601828316,OUT017
FDM51,-145.5376841060551,OUT019
FDT52,5264.676501721283,OUT027
FDL26,2437.1437828470116,OUT046
NCZ42,3677.86896703617,OUT046
DRI47,456.85218419769353,OUT019
FDW40,2322.4472749602064,OUT013
FDN34,2710.536077948419,OUT046
FDS01,2961.6490133131797,OUT035
NCG55,1786.9058715791357,OUT045
FDC11,1578.8896400684466,OUT035
FDX35,3287.552822041206,OUT018
NCB06,2504.743622035887,OUT046
FDR09,2147.0068762252176,OUT019
FDC53,1723.1701314393013,OUT017
FDY45,3990.4304464530255,OUT013
FDA22,754.8653210773699,OUT010
FDE02,1702.4437496190944,OUT035
FDW21,1637.8254474510593,OUT045
FDV34,1307.501679539692,OUT046
FDS59,1937.4107538080566,OUT049
NCW17,2147.712294950034,OUT017
NCK54,1804.497160562213,OUT046
FDG17,1966.8955471256688,OUT019
FDG35,2883.718190013424,OUT017
FDD08,-1134.5765725347405,OUT010
NCO07,3381.1193548026718,OUT017
FDJ10,409.07438167931684,OUT010
FDW36,1811.7912010783214,OUT017
FDW21,-104.46172867601081,OUT010
FDY19,2023.8981623947716,OUT017
DRE03,889.3223243086398,OUT013
NCC55,786.130311373288,OUT049
FDH52,-728.1369806091936,OUT010
FDO09,4203.267619634896,OUT017
FDU43,3686.9487312052206,OUT045
FDX09,883.5188100450072,OUT010
FDH40,-431.88709691309896,OUT019
FDW58,1823.7420261733278,OUT017
FDC47,3624.1058505220467,OUT017
NCR41,1674.3492540532366,OUT035
DRG49,3913.447603866279,OUT035
FDC52,3894.6038049572066,OUT027
FDY13,1276.9689188702814,OUT046
FDY35,915.82850605693,OUT013
FDI35,2960.6368349259715,OUT017
NCU18,2342.630963122251,OUT049
FDY33,2273.201297867001,OUT018
FDC15,3895.3123898934905,OUT027
FDU01,3082.5097281564595,OUT049
NCU42,2650.1568886481627,OUT046
NCV29,2512.732021311835,OUT018
NCY30,2959.9824709975337,OUT017
FDQ46,1913.0945804426642,OUT049
FDG58,3895.0606737330486,OUT027
FDK33,3446.548753172123,OUT017
